# AS|ObservedPolicies|GeralPolicy
327926|0|NoPrepend
327803|0|NoPrepend
37639|0|NoPrepend
327826|0|NoPrepend
37709|0|NoPrepend
327829|0|NoPrepend
327858|0;2;1|Mixed
327833|0|NoPrepend
327906|0|NoPrepend
327859|0|NoPrepend
328164|0|NoPrepend
327876|0|NoPrepend
327864|0|NoPrepend
327873|0|NoPrepend
327872|0|NoPrepend
328055|0|NoPrepend
327891|0;1|Mixed
327885|0;2;1|Mixed
327879|2;1;0|Mixed
327880|0|NoPrepend
327895|0|NoPrepend
327940|0|NoPrepend
327894|2|Binary
327898|0|NoPrepend
327896|0|NoPrepend
327910|0|NoPrepend
264957|0|NoPrepend
264703|0|NoPrepend
27734|0|NoPrepend
28668|2;1|Mixed
264961|0|NoPrepend
264974|0|NoPrepend
263328|0;2|Mixed
265008|2;1|Mixed
264963|0|NoPrepend
264976|0|NoPrepend
264977|0|NoPrepend
264702|1;0|Mixed
264964|0|NoPrepend
264704|0|NoPrepend
264966|0|NoPrepend
264967|0|NoPrepend
264968|0|NoPrepend
264965|0|NoPrepend
264969|3;0|Mixed
265003|0|NoPrepend
264970|0|NoPrepend
264972|0|NoPrepend
264982|0|NoPrepend
264973|0|NoPrepend
262732|0;3;2|Mixed
52745|0|NoPrepend
265021|0|NoPrepend
264978|0|NoPrepend
263334|0|NoPrepend
263055|0|NoPrepend
10269|1;2|Mixed
264975|0|NoPrepend
264981|0|NoPrepend
264986|0|NoPrepend
263427|2;3;0|Mixed
263015|0|NoPrepend
265000|0|NoPrepend
265510|1|Uniform
264983|2;0|Mixed
262301|2|Binary
264980|0|NoPrepend
13598|0|NoPrepend
20336|0|NoPrepend
393456|0|NoPrepend
25699|0|NoPrepend
395555|0|NoPrepend
12171|0|NoPrepend
205287|0|NoPrepend
1621|0|NoPrepend
27283|1;0;2|Mixed
14145|2;0|Mixed
3762|0;2|Mixed
63459|0|NoPrepend
26039|0|NoPrepend
16780|0|NoPrepend
23410|1|Uniform
395384|0|NoPrepend
19265|0;2|Mixed
12187|2;0|Mixed
19507|0|NoPrepend
32273|0|NoPrepend
33551|0;2;1|Mixed
20060|0|NoPrepend
17094|0|NoPrepend
27534|0;1|Mixed
26081|0;1|Mixed
14925|0|NoPrepend
26034|0|NoPrepend
18697|0|NoPrepend
22178|0|NoPrepend
11406|0|NoPrepend
32261|0|NoPrepend
29887|0|NoPrepend
396249|2;0|Mixed
54640|0|NoPrepend
4868|0;2|Mixed
46298|0|NoPrepend
33214|0|NoPrepend
14201|0|NoPrepend
11993|0|NoPrepend
22593|0;2|Mixed
10420|0|NoPrepend
6973|0|NoPrepend
54291|0|NoPrepend
64240|0|NoPrepend
395636|0|NoPrepend
395668|0|NoPrepend
395770|2|Binary
396280|0|NoPrepend
395696|0|NoPrepend
395708|0|NoPrepend
395669|0|NoPrepend
396119|0|NoPrepend
396162|0|NoPrepend
395930|0|NoPrepend
395781|0|NoPrepend
394209|0|NoPrepend
396305|0|NoPrepend
13969|0|NoPrepend
395939|0|NoPrepend
62636|0|NoPrepend
396516|0|NoPrepend
14887|0|NoPrepend
54584|0|NoPrepend
19474|0|NoPrepend
46519|2|Binary
54421|2|Binary
23478|0|NoPrepend
11742|0|NoPrepend
13957|2|Binary
40147|1;2|Mixed
21966|0|NoPrepend
395340|0|NoPrepend
54443|0|NoPrepend
10308|0|NoPrepend
395967|0|NoPrepend
14565|0|NoPrepend
27185|0;2|Mixed
265491|0;1|Mixed
265498|0;2|Mixed
265492|0|NoPrepend
263292|1|Uniform
266273|0|NoPrepend
266274|0|NoPrepend
264791|2;0|Mixed
266271|0|NoPrepend
265495|0|NoPrepend
264799|0|NoPrepend
265496|0|NoPrepend
265499|0|NoPrepend
265500|0|NoPrepend
266269|0;2|Mixed
266277|0|NoPrepend
266278|0;2|Mixed
266776|0|NoPrepend
266279|0|NoPrepend
266270|1;0|Mixed
265694|0|NoPrepend
263002|0;2|Mixed
266272|0|NoPrepend
52860|2;1|Mixed
266292|0|NoPrepend
266298|0|NoPrepend
266276|0|NoPrepend
266275|2;0|Mixed
264785|1;0|Mixed
264805|2|Binary
265490|2;1|Mixed
266305|0|NoPrepend
28240|0|NoPrepend
263653|0|NoPrepend
266286|2;0|Mixed
266283|0|NoPrepend
266280|0|NoPrepend
263338|0;1|Mixed
266289|0|NoPrepend
262273|0|NoPrepend
264790|0|NoPrepend
263566|1;3;2;0|Mixed
263489|0|NoPrepend
262635|0|NoPrepend
266287|0|NoPrepend
266295|0;2|Mixed
266281|0;2|Mixed
266282|0|NoPrepend
266284|0|NoPrepend
266296|0;2|Mixed
262218|0|NoPrepend
266288|0|NoPrepend
266285|0|NoPrepend
266291|0|NoPrepend
265518|1;0|Mixed
263486|0|NoPrepend
266293|0|NoPrepend
266301|0|NoPrepend
266308|0|NoPrepend
266299|0;2;1|Mixed
266294|0|NoPrepend
266290|0|NoPrepend
266302|2|Binary
266303|2|Binary
266309|0|NoPrepend
264800|1|Uniform
266300|0|NoPrepend
262378|0|NoPrepend
266310|0|NoPrepend
266304|0|NoPrepend
266297|0|NoPrepend
266306|0|NoPrepend
266311|0|NoPrepend
264806|0|NoPrepend
266307|0|NoPrepend
266335|0|NoPrepend
266365|2|Binary
266373|2|Binary
266415|0|NoPrepend
263603|0;2|Mixed
264637|0|NoPrepend
27981|0|NoPrepend
266366|0|NoPrepend
266367|2;0|Mixed
266380|0|NoPrepend
266368|0|NoPrepend
266374|0|NoPrepend
266375|0|NoPrepend
266369|0|NoPrepend
266372|0|NoPrepend
266371|0|NoPrepend
266410|0|NoPrepend
266403|0|NoPrepend
264820|0|NoPrepend
264829|0|NoPrepend
265760|0|NoPrepend
266376|0|NoPrepend
266377|0|NoPrepend
266378|0|NoPrepend
263435|1;0;2|Mixed
264822|0|NoPrepend
264819|0|NoPrepend
266384|0|NoPrepend
266388|0|NoPrepend
266379|1;0|Mixed
263394|0|NoPrepend
52447|2|Binary
266382|0|NoPrepend
266390|0|NoPrepend
266391|0|NoPrepend
266383|0|NoPrepend
263535|0|NoPrepend
262641|0|NoPrepend
266385|0|NoPrepend
266392|0|NoPrepend
265525|2;1|Mixed
266381|0|NoPrepend
53078|2;1|Mixed
263655|2;0|Mixed
264817|0|NoPrepend
266397|0|NoPrepend
266398|0|NoPrepend
266387|0|NoPrepend
264854|0|NoPrepend
266389|0|NoPrepend
266400|0|NoPrepend
266393|0|NoPrepend
263634|0|NoPrepend
266408|0|NoPrepend
266401|0|NoPrepend
266419|0|NoPrepend
266409|0;2|Mixed
266394|0|NoPrepend
266395|0|NoPrepend
265013|0|NoPrepend
266399|0|NoPrepend
266412|0|NoPrepend
266413|0|NoPrepend
266402|0|NoPrepend
266416|0|NoPrepend
266404|0|NoPrepend
266405|0|NoPrepend
266406|0|NoPrepend
28330|0|NoPrepend
266417|0|NoPrepend
266411|0|NoPrepend
266426|0|NoPrepend
266432|0|NoPrepend
264834|0|NoPrepend
28418|0|NoPrepend
264837|1;0|Mixed
266427|0;1;2|Mixed
266428|0|NoPrepend
266414|0|NoPrepend
266420|0|NoPrepend
52753|1;0|Mixed
53121|0|NoPrepend
266421|0|NoPrepend
266424|0|NoPrepend
266430|0|NoPrepend
266422|0|NoPrepend
266423|2;0|Mixed
28134|0;2|Mixed
264832|0;2|Mixed
266425|0|NoPrepend
266429|0|NoPrepend
266439|0|NoPrepend
264842|0|NoPrepend
266433|0|NoPrepend
262437|2|Binary
266436|1;0|Mixed
266437|2;0|Mixed
266440|0|NoPrepend
266441|0|NoPrepend
266431|0|NoPrepend
264835|0|NoPrepend
266443|0|NoPrepend
266495|0|NoPrepend
266438|0|NoPrepend
266434|0|NoPrepend
266480|2|Binary
266435|2;0|Mixed
53065|2|Binary
61761|0|NoPrepend
61943|0|NoPrepend
263266|2|Binary
264836|0|NoPrepend
262671|2;0|Mixed
262428|0;2|Mixed
53152|0|NoPrepend
266444|0|NoPrepend
266445|0;1|Mixed
266446|0|NoPrepend
266457|0|NoPrepend
266447|0|NoPrepend
266456|2;0|Mixed
266448|0;2|Mixed
266458|0|NoPrepend
266459|0|NoPrepend
266449|0|NoPrepend
264858|0|NoPrepend
266455|0|NoPrepend
264843|0|NoPrepend
266450|0;1|Mixed
266460|2;1;0|Mixed
266454|0|NoPrepend
262149|0;1|Mixed
266465|0;1;2|Mixed
266466|1;0|Mixed
266451|0|NoPrepend
266452|0|NoPrepend
266453|0;2|Mixed
266462|0|NoPrepend
266471|0|NoPrepend
264849|2;1;0|Mixed
266474|0|NoPrepend
265651|2|Binary
265652|0|NoPrepend
266463|0|NoPrepend
266485|0|NoPrepend
53053|3;2;0;1|Mixed
53189|0|NoPrepend
266481|0|NoPrepend
52817|2;1|Mixed
266464|0|NoPrepend
52601|0|NoPrepend
266482|0|NoPrepend
266467|0|NoPrepend
262983|0|NoPrepend
61812|0|NoPrepend
262588|0|NoPrepend
266486|0|NoPrepend
266468|2;0|Mixed
266469|0|NoPrepend
266470|0|NoPrepend
266483|0|NoPrepend
266484|0;2|Mixed
266475|0|NoPrepend
266487|1;0|Mixed
266472|2;1|Mixed
264616|0|NoPrepend
266476|0|NoPrepend
263470|0|NoPrepend
53236|3;0|Mixed
52593|0|NoPrepend
263482|0|NoPrepend
264851|0|NoPrepend
264852|0|NoPrepend
266473|0|NoPrepend
266477|0|NoPrepend
264853|0|NoPrepend
266501|0|NoPrepend
265001|0|NoPrepend
265002|0|NoPrepend
264987|0|NoPrepend
264989|1;0|Mixed
264990|0|NoPrepend
265029|0|NoPrepend
264984|0|NoPrepend
265019|2;0|Mixed
265020|0|NoPrepend
265022|2|Binary
263009|3;2;0|Mixed
265006|0|NoPrepend
265009|0|NoPrepend
264988|0|NoPrepend
264999|0|NoPrepend
264996|2;1|Mixed
265007|0|NoPrepend
264991|0|NoPrepend
264992|0|NoPrepend
265010|0|NoPrepend
265023|2;1;0|Mixed
263248|1|Uniform
263049|1;0;2|Mixed
264993|0;2|Mixed
28073|1;0|Mixed
265017|0|NoPrepend
264997|0|NoPrepend
265011|0|NoPrepend
265026|0|NoPrepend
264998|0|NoPrepend
265016|0|NoPrepend
265014|0;2|Mixed
265015|0|NoPrepend
265004|0|NoPrepend
28376|0|NoPrepend
52802|0;2|Mixed
265018|0|NoPrepend
265005|0|NoPrepend
265037|3;0;2|Mixed
64100|0|NoPrepend
265028|0|NoPrepend
264711|0|NoPrepend
54478|0|NoPrepend
36642|0|NoPrepend
23241|0|NoPrepend
137447|0|NoPrepend
16595|0|NoPrepend
15196|0|NoPrepend
8076|0|NoPrepend
4186|0|NoPrepend
18495|0|NoPrepend
23305|2;0|Mixed
59116|2;0|Mixed
6289|0|NoPrepend
33343|0|NoPrepend
20311|0|NoPrepend
22347|2|Binary
11205|0|NoPrepend
394451|0|NoPrepend
394632|0|NoPrepend
17190|0;2|Mixed
54314|0|NoPrepend
25979|0|NoPrepend
11685|0;1|Mixed
54827|0|NoPrepend
62964|0|NoPrepend
3147|0|NoPrepend
396312|0|NoPrepend
4454|1;0|Mixed
14299|1;0|Mixed
22812|2|Binary
32066|0|NoPrepend
38551|0|NoPrepend
38481|0|NoPrepend
21568|0|NoPrepend
396533|0|NoPrepend
4543|0|NoPrepend
40833|0|NoPrepend
204322|0|NoPrepend
204321|0|NoPrepend
137857|0|NoPrepend
262607|0;1|Mixed
264712|1;0|Mixed
263003|0|NoPrepend
61826|0|NoPrepend
264715|0|NoPrepend
265024|0|NoPrepend
53246|0|NoPrepend
264716|2;1|Mixed
265025|0;1|Mixed
265046|0|NoPrepend
265750|0|NoPrepend
262932|0|NoPrepend
28636|2|Binary
265032|2|Binary
263296|0|NoPrepend
265030|0|NoPrepend
265027|0|NoPrepend
264726|0|NoPrepend
265033|2|Binary
265034|0|NoPrepend
265031|0;3;2|Mixed
265041|0|NoPrepend
263688|0|NoPrepend
265042|0|NoPrepend
262402|0|NoPrepend
264719|0|NoPrepend
262434|3;2;0|Mixed
265035|0|NoPrepend
263506|0|NoPrepend
10481|0|NoPrepend
265038|0|NoPrepend
265039|0|NoPrepend
263290|0|NoPrepend
265040|0|NoPrepend
265050|0|NoPrepend
265036|2;0|Mixed
61918|0|NoPrepend
53062|2;3;0|Mixed
265044|0|NoPrepend
52565|2;0|Mixed
21787|0|NoPrepend
27265|2;0|Mixed
19301|0|NoPrepend
27967|1;0|Mixed
46158|1|Uniform
5767|0|NoPrepend
22601|2;0|Mixed
11516|0;1|Mixed
10583|0|NoPrepend
23119|0|NoPrepend
47072|0|NoPrepend
394802|0|NoPrepend
63478|0|NoPrepend
394521|0|NoPrepend
53854|0|NoPrepend
396214|0|NoPrepend
19739|0|NoPrepend
11283|0;2|Mixed
395744|0|NoPrepend
11790|0|NoPrepend
46790|0|NoPrepend
40681|0|NoPrepend
20069|0|NoPrepend
11544|0;2|Mixed
395359|0|NoPrepend
31848|0|NoPrepend
27460|0|NoPrepend
26764|0;2|Mixed
393872|0|NoPrepend
54917|0|NoPrepend
204472|0|NoPrepend
21897|0|NoPrepend
47090|0|NoPrepend
26517|0|NoPrepend
42633|0;2|Mixed
28888|0|NoPrepend
42536|0|NoPrepend
47661|0|NoPrepend
26342|2;0|Mixed
10903|0|NoPrepend
52555|2|Binary
1013|0|NoPrepend
13416|0|NoPrepend
17044|0|NoPrepend
24182|0|NoPrepend
32886|0|NoPrepend
46713|0|NoPrepend
25602|0|NoPrepend
23381|1;0|Mixed
14931|0|NoPrepend
198075|1|Uniform
14417|0;1|Mixed
4270|2;0|Mixed
27993|1|Uniform
52424|0|NoPrepend
263186|0|NoPrepend
61486|0|NoPrepend
52442|0|NoPrepend
27770|1;2|Mixed
27875|1;0|Mixed
28107|0|NoPrepend
28068|0;2|Mixed
263235|0|NoPrepend
52314|0|NoPrepend
264630|0|NoPrepend
46274|0|NoPrepend
395539|0|NoPrepend
16432|0|NoPrepend
12147|0|NoPrepend
11740|0|NoPrepend
27575|0|NoPrepend
27477|2;0|Mixed
53496|2|Binary
17375|0|NoPrepend
547|0|NoPrepend
1956|0|NoPrepend
19726|0;2|Mixed
262400|0|NoPrepend
265058|1;0|Mixed
265059|0;1;2|Mixed
265043|0|NoPrepend
27851|0|NoPrepend
265051|0|NoPrepend
265048|3;2|Mixed
265060|0|NoPrepend
265061|2;0|Mixed
265070|0|NoPrepend
265045|0|NoPrepend
27833|2;1;0|Mixed
53022|0|NoPrepend
265052|0|NoPrepend
265065|0|NoPrepend
265049|0|NoPrepend
265053|0|NoPrepend
265066|0|NoPrepend
265054|3;2;0|Mixed
265055|0|NoPrepend
264723|2;0|Mixed
265068|0|NoPrepend
265069|0|NoPrepend
61582|0|NoPrepend
265056|0|NoPrepend
265062|0|NoPrepend
264725|2|Binary
265072|0|NoPrepend
265063|0|NoPrepend
262530|0|NoPrepend
265856|1|Uniform
262367|0|NoPrepend
265075|0|NoPrepend
263573|0|NoPrepend
21833|0|NoPrepend
52630|2;0|Mixed
52531|0;3;2;1|Mixed
265085|0|NoPrepend
265086|0|NoPrepend
265076|0|NoPrepend
52547|2;0;1|Mixed
265087|0|NoPrepend
28153|3;0|Mixed
264732|0|NoPrepend
264728|0|NoPrepend
263495|2;1;0|Mixed
265114|0;1|Mixed
53057|0|NoPrepend
264736|2;0|Mixed
265077|0|NoPrepend
265092|0|NoPrepend
265093|0|NoPrepend
265090|0|NoPrepend
265078|0|NoPrepend
264737|0|NoPrepend
265079|0|NoPrepend
265088|0|NoPrepend
265096|0|NoPrepend
264729|0|NoPrepend
263659|0|NoPrepend
265081|0|NoPrepend
265082|0|NoPrepend
265067|0|NoPrepend
265083|0|NoPrepend
265089|1|Uniform
264748|0|NoPrepend
52706|2|Binary
264741|2;0|Mixed
265098|0|NoPrepend
265108|0|NoPrepend
61920|0|NoPrepend
265091|0|NoPrepend
265097|0|NoPrepend
11534|0|NoPrepend
41555|0|NoPrepend
27919|0|NoPrepend
61928|0|NoPrepend
266316|0|NoPrepend
264807|0|NoPrepend
264802|0|NoPrepend
266324|0|NoPrepend
264795|0|NoPrepend
266317|0|NoPrepend
266344|2;0|Mixed
266314|0|NoPrepend
266312|0|NoPrepend
264798|0|NoPrepend
266313|0|NoPrepend
266328|2;0|Mixed
266325|0|NoPrepend
266318|0|NoPrepend
266315|0;2|Mixed
264812|0|NoPrepend
266337|0|NoPrepend
266322|0;1|Mixed
27813|0;2;1|Mixed
266319|0|NoPrepend
266320|0|NoPrepend
266321|0|NoPrepend
266329|0|NoPrepend
266326|0;1|Mixed
266323|0|NoPrepend
266327|0|NoPrepend
266330|0|NoPrepend
264801|1|Uniform
266331|0|NoPrepend
266338|0|NoPrepend
264814|0;1|Mixed
264810|0|NoPrepend
266334|0|NoPrepend
266340|2|Binary
266461|2|Binary
264803|0|NoPrepend
266333|2;0|Mixed
264804|0|NoPrepend
52428|0;1|Mixed
28023|0|NoPrepend
52878|0|NoPrepend
266343|0|NoPrepend
266345|0|NoPrepend
27865|2|Binary
266339|0|NoPrepend
28087|0|NoPrepend
266341|0|NoPrepend
53169|0;2;1|Mixed
266350|0|NoPrepend
266351|0|NoPrepend
266342|0|NoPrepend
262229|0|NoPrepend
266346|0|NoPrepend
266347|1;0|Mixed
266355|1;0|Mixed
266348|2;0|Mixed
266364|2;0|Mixed
262664|2;0|Mixed
263110|1;0;2|Mixed
266352|0;1|Mixed
266353|0|NoPrepend
266361|2;0|Mixed
263415|0|NoPrepend
264815|3;0;2|Mixed
264809|2;0|Mixed
264740|0|NoPrepend
266354|0|NoPrepend
264838|0|NoPrepend
266362|1;0|Mixed
265629|0|NoPrepend
266357|2;0|Mixed
266358|2;0;1|Mixed
28219|0|NoPrepend
266356|0|NoPrepend
266396|0|NoPrepend
264813|0|NoPrepend
266386|2;0|Mixed
266363|0|NoPrepend
266360|0|NoPrepend
266488|0|NoPrepend
266478|1;2|Mixed
266513|0|NoPrepend
266496|0|NoPrepend
266489|0|NoPrepend
263608|0|NoPrepend
266497|0|NoPrepend
266490|0|NoPrepend
266479|0|NoPrepend
265633|0|NoPrepend
263684|0;2|Mixed
266491|0|NoPrepend
266492|0|NoPrepend
266517|0|NoPrepend
266498|0;2|Mixed
266505|0|NoPrepend
266493|0|NoPrepend
264844|1|Uniform
266494|0|NoPrepend
264657|0|NoPrepend
263078|1|Uniform
266518|0|NoPrepend
266522|0|NoPrepend
266499|0|NoPrepend
265631|0|NoPrepend
266504|0|NoPrepend
266503|0|NoPrepend
266502|0|NoPrepend
266507|2;0|Mixed
266506|0|NoPrepend
265630|0|NoPrepend
266500|0|NoPrepend
266013|0|NoPrepend
266509|0|NoPrepend
266508|0|NoPrepend
263496|0|NoPrepend
266510|0|NoPrepend
266523|2;0|Mixed
266514|0|NoPrepend
262770|0|NoPrepend
262353|0;2;1|Mixed
266519|0|NoPrepend
266515|0|NoPrepend
265647|0|NoPrepend
266021|0|NoPrepend
266014|0|NoPrepend
266025|0|NoPrepend
266521|0|NoPrepend
266516|2;0|Mixed
266015|0;2|Mixed
263553|2;1|Mixed
266520|0|NoPrepend
262761|2;0;3;1|Mixed
266024|0|NoPrepend
266022|0|NoPrepend
266016|0|NoPrepend
263839|0|NoPrepend
52756|0|NoPrepend
262879|0;1|Mixed
266026|0|NoPrepend
266018|0|NoPrepend
266524|3;0|Mixed
266017|2;0|Mixed
262504|0|NoPrepend
266019|0|NoPrepend
262333|0|NoPrepend
266028|0|NoPrepend
266023|0|NoPrepend
265634|2|Binary
266020|3;2|Mixed
265636|0;2|Mixed
266030|0;2|Mixed
266032|0|NoPrepend
28244|2|Binary
265713|1|Uniform
265653|0|NoPrepend
265638|0|NoPrepend
262379|0|NoPrepend
265635|1;0|Mixed
266029|0|NoPrepend
263361|0|NoPrepend
28208|0|NoPrepend
265640|1|Uniform
265657|0|NoPrepend
265639|2|Binary
266034|0|NoPrepend
28642|0;2|Mixed
52692|0|NoPrepend
262202|0|NoPrepend
265656|0|NoPrepend
265648|0|NoPrepend
265637|0;1;2|Mixed
262900|0|NoPrepend
53137|0|NoPrepend
262680|0;2|Mixed
265654|0;2|Mixed
266033|1|Uniform
266031|0|NoPrepend
263479|2;0;1|Mixed
52714|0|NoPrepend
263324|0|NoPrepend
262593|0|NoPrepend
265646|2|Binary
265643|0|NoPrepend
61805|0|NoPrepend
64112|0|NoPrepend
265659|0|NoPrepend
262453|0|NoPrepend
52726|0|NoPrepend
265527|1;0|Mixed
265526|0|NoPrepend
263166|0|NoPrepend
265698|0|NoPrepend
28561|0;2|Mixed
265529|0;2|Mixed
53014|0;2;1|Mixed
263256|0|NoPrepend
264827|0|NoPrepend
61792|0|NoPrepend
263391|3|Diverse
24488|0|NoPrepend
18546|0|NoPrepend
19971|0|NoPrepend
30102|0|NoPrepend
263528|2;0|Mixed
265094|0|NoPrepend
265095|0|NoPrepend
264746|0|NoPrepend
28169|0|NoPrepend
61901|0;1|Mixed
265099|0|NoPrepend
265109|2|Binary
265100|2|Binary
265112|0|NoPrepend
265105|0|NoPrepend
265102|3;0|Mixed
265103|0|NoPrepend
265104|0|NoPrepend
265113|0|NoPrepend
262322|1;2|Mixed
265115|0|NoPrepend
265106|2;0|Mixed
61587|2;0;1|Mixed
265107|0|NoPrepend
265398|1;2|Mixed
28310|3;2;0|Mixed
264739|2;0|Mixed
52372|2|Binary
263635|0|NoPrepend
263091|0|NoPrepend
265111|0|NoPrepend
265116|0|NoPrepend
265381|0|NoPrepend
264770|0|NoPrepend
265373|0|NoPrepend
265382|0|NoPrepend
265384|1|Uniform
265374|0|NoPrepend
265385|1|Uniform
52584|0|NoPrepend
12696|0|NoPrepend
43722|0|NoPrepend
3219|0|NoPrepend
28806|0;2|Mixed
209491|0|NoPrepend
203201|0|NoPrepend
209492|0|NoPrepend
202814|0|NoPrepend
209439|0|NoPrepend
209465|0|NoPrepend
60806|2|Binary
207234|0|NoPrepend
35608|0|NoPrepend
209329|2|Binary
21331|0|NoPrepend
34457|0|NoPrepend
15929|0|NoPrepend
57679|0|NoPrepend
198419|0|NoPrepend
57701|0|NoPrepend
29285|0|NoPrepend
57683|0|NoPrepend
198093|0|NoPrepend
57754|0|NoPrepend
198416|3|Diverse
50048|0;2|Mixed
198410|0|NoPrepend
57714|2|Binary
47322|0;2|Mixed
198418|2;1|Mixed
33895|0;2|Mixed
57700|0|NoPrepend
57703|2|Binary
57709|0|NoPrepend
57708|2|Binary
57711|0|NoPrepend
8640|0|NoPrepend
6784|0|NoPrepend
1813|0|NoPrepend
17556|0|NoPrepend
17468|0|NoPrepend
24497|0|NoPrepend
24562|0|NoPrepend
38002|0|NoPrepend
45860|0|NoPrepend
55496|0|NoPrepend
58692|0|NoPrepend
58806|0|NoPrepend
132013|0|NoPrepend
132063|1|Uniform
10794|0;2|Mixed
33730|0|NoPrepend
25771|0|NoPrepend
394181|0;2|Mixed
32924|0|NoPrepend
396233|0|NoPrepend
36267|0|NoPrepend
396084|0|NoPrepend
395927|0|NoPrepend
396243|0|NoPrepend
395211|0|NoPrepend
19598|0|NoPrepend
396898|0|NoPrepend
394470|0|NoPrepend
397168|0|NoPrepend
395567|0|NoPrepend
54988|0|NoPrepend
12053|0|NoPrepend
396057|0|NoPrepend
393375|0|NoPrepend
26531|2|Binary
395601|0|NoPrepend
395610|0|NoPrepend
47017|0|NoPrepend
3838|0|NoPrepend
62718|0|NoPrepend
40062|0|NoPrepend
33138|0;1|Mixed
393968|0|NoPrepend
393909|0|NoPrepend
13451|0|NoPrepend
53732|1;2|Mixed
31823|1|Uniform
15294|0|NoPrepend
393951|1;2|Mixed
46708|0|NoPrepend
11681|2|Binary
394015|2|Binary
57814|0|NoPrepend
26216|0|NoPrepend
62785|0;2|Mixed
30546|0|NoPrepend
46178|0|NoPrepend
20068|0|NoPrepend
394111|0|NoPrepend
394073|0|NoPrepend
17098|0|NoPrepend
62684|0|NoPrepend
395799|0|NoPrepend
394011|0|NoPrepend
394097|0|NoPrepend
394131|2|Binary
394072|1|Uniform
395075|2;0|Mixed
31997|2|Binary
394028|0|NoPrepend
48337|0|NoPrepend
21696|0|NoPrepend
394080|0|NoPrepend
394138|0|NoPrepend
394276|0|NoPrepend
133414|0|NoPrepend
395095|0|NoPrepend
46937|0;1|Mixed
53400|0|NoPrepend
53628|0|NoPrepend
36430|0|NoPrepend
1343|0|NoPrepend
395575|0|NoPrepend
62770|2|Binary
22523|0|NoPrepend
200983|0|NoPrepend
33545|0|NoPrepend
19824|0|NoPrepend
20167|0|NoPrepend
393929|1|Uniform
5733|0|NoPrepend
12239|0|NoPrepend
22050|0|NoPrepend
30522|1|Uniform
36187|0|NoPrepend
6994|0|NoPrepend
19532|0|NoPrepend
46276|2;0|Mixed
40746|2|Binary
40354|0|NoPrepend
396535|0|NoPrepend
20165|0;1|Mixed
32508|2;0;1|Mixed
22870|2;0|Mixed
22372|2|Binary
396318|0|NoPrepend
29758|0;1|Mixed
14808|0|NoPrepend
46169|0;1|Mixed
32426|0|NoPrepend
12283|0|NoPrepend
46328|0|NoPrepend
47050|0|NoPrepend
36052|0|NoPrepend
19935|0|NoPrepend
46979|1;2;0|Mixed
25715|0|NoPrepend
393777|0|NoPrepend
53816|0|NoPrepend
30631|0|NoPrepend
36740|0|NoPrepend
30532|0;2|Mixed
29740|0|NoPrepend
22127|0|NoPrepend
393271|0|NoPrepend
26237|0|NoPrepend
16887|0|NoPrepend
18947|0|NoPrepend
40477|0|NoPrepend
30318|0|NoPrepend
11278|0|NoPrepend
26780|2|Binary
33064|2;0|Mixed
53351|0|NoPrepend
26639|0|NoPrepend
394685|0|NoPrepend
53634|0|NoPrepend
33736|0|NoPrepend
22403|0|NoPrepend
25744|0|NoPrepend
25895|0|NoPrepend
396248|0|NoPrepend
33511|0|NoPrepend
62750|0|NoPrepend
13967|2|Binary
395659|0|NoPrepend
25965|0|NoPrepend
397252|0|NoPrepend
394687|0|NoPrepend
395522|0|NoPrepend
16842|2|Binary
395041|0|NoPrepend
394921|0|NoPrepend
26516|0|NoPrepend
27422|2;0|Mixed
396926|0|NoPrepend
35554|0|NoPrepend
394142|0|NoPrepend
46552|0|NoPrepend
30021|0|NoPrepend
12268|1;0|Mixed
19884|0|NoPrepend
36068|2;0|Mixed
36082|0|NoPrepend
393791|0|NoPrepend
22996|0|NoPrepend
393919|0|NoPrepend
32627|0|NoPrepend
35979|0|NoPrepend
20227|0|NoPrepend
54468|0|NoPrepend
36372|0|NoPrepend
18773|0|NoPrepend
53507|0|NoPrepend
53424|0|NoPrepend
20125|2|Binary
54616|0|NoPrepend
62994|0|NoPrepend
54900|0|NoPrepend
62844|0|NoPrepend
209453|0|NoPrepend
26126|0|NoPrepend
40673|0|NoPrepend
40771|0|NoPrepend
54878|0|NoPrepend
14221|0|NoPrepend
14564|0|NoPrepend
11737|0|NoPrepend
30566|0|NoPrepend
18914|0|NoPrepend
13599|2|Binary
22225|0|NoPrepend
16884|0|NoPrepend
53651|0|NoPrepend
53725|0|NoPrepend
62751|0|NoPrepend
53475|0|NoPrepend
53751|0|NoPrepend
19419|0|NoPrepend
19901|0|NoPrepend
32045|0|NoPrepend
204648|0|NoPrepend
40872|0|NoPrepend
396029|0|NoPrepend
16678|0|NoPrepend
46876|0|NoPrepend
46928|0|NoPrepend
283|0|NoPrepend
3459|1|Uniform
13898|1|Uniform
26050|0|NoPrepend
393465|0;2|Mixed
33050|0|NoPrepend
25785|0|NoPrepend
46921|0|NoPrepend
32297|2|Binary
2583|0|NoPrepend
394095|0|NoPrepend
32115|0|NoPrepend
1380|0|NoPrepend
396439|0|NoPrepend
11161|0|NoPrepend
32916|2;0|Mixed
53320|2;0|Mixed
25738|0|NoPrepend
29813|0|NoPrepend
23165|1;0|Mixed
395153|0|NoPrepend
394866|0|NoPrepend
20323|0|NoPrepend
