# AS|ObservedPolicies|GeralPolicy
132239|2;0|Mixed
132240|1|Uniform
45320|0|NoPrepend
58551|0|NoPrepend
45950|0|NoPrepend
133495|0|NoPrepend
135225|0|NoPrepend
132242|0|NoPrepend
64059|0|NoPrepend
131708|0|NoPrepend
9876|0|NoPrepend
17564|0|NoPrepend
45762|0|NoPrepend
24121|0;2|Mixed
132043|0|NoPrepend
131337|0|NoPrepend
132253|0|NoPrepend
58602|0|NoPrepend
131715|0|NoPrepend
58589|0|NoPrepend
9275|0|NoPrepend
58876|2|Binary
132257|0|NoPrepend
132634|0|NoPrepend
58591|2|Binary
58590|2;1|Mixed
131358|0|NoPrepend
131360|0|NoPrepend
134787|0|NoPrepend
131709|0|NoPrepend
58617|0|NoPrepend
9951|0|NoPrepend
131710|0|NoPrepend
58600|0|NoPrepend
132468|2;0|Mixed
45152|0|NoPrepend
7604|0|NoPrepend
131365|0|NoPrepend
7583|0|NoPrepend
134636|0|NoPrepend
55789|0|NoPrepend
9832|0|NoPrepend
132267|0|NoPrepend
131713|0|NoPrepend
63730|0|NoPrepend
38716|0|NoPrepend
55905|0|NoPrepend
132233|2;0|Mixed
55908|0|NoPrepend
58615|0;2|Mixed
55541|2;0|Mixed
134627|0|NoPrepend
58616|1|Uniform
63967|2;1|Mixed
131363|0;2|Mixed
131361|0|NoPrepend
131362|0|NoPrepend
9245|0;2|Mixed
132305|0|NoPrepend
55711|0|NoPrepend
132306|0|NoPrepend
45150|0|NoPrepend
131724|2|Binary
132308|1;0|Mixed
133401|0|NoPrepend
132309|0;1|Mixed
131144|0|NoPrepend
38830|2|Binary
56285|0|NoPrepend
56271|2|Binary
58703|0|NoPrepend
9797|0|NoPrepend
56092|0|NoPrepend
131446|0|NoPrepend
131294|0|NoPrepend
132038|0|NoPrepend
45951|0;1|Mixed
17473|2;3|Mixed
56148|0|NoPrepend
17553|0|NoPrepend
11911|0;1;2|Mixed
56248|2|Binary
58409|0;1|Mixed
58449|1;0|Mixed
17671|1;0;2;3|Mixed
133808|0|NoPrepend
46057|0;1|Mixed
56253|0;2|Mixed
37908|2|Binary
131787|0|NoPrepend
56254|0|NoPrepend
56255|0|NoPrepend
9785|0;1|Mixed
45559|0|NoPrepend
45599|0|NoPrepend
131343|3;2|Mixed
131790|0|NoPrepend
38275|1|Uniform
38750|0;2|Mixed
1280|0|NoPrepend
132003|0|NoPrepend
55891|0|NoPrepend
131993|0|NoPrepend
58419|0|NoPrepend
56259|1;2;0|Mixed
9235|0|NoPrepend
136525|0|NoPrepend
58430|0|NoPrepend
64045|0|NoPrepend
58390|0|NoPrepend
132046|2;0|Mixed
9976|2;1|Mixed
132047|0|NoPrepend
58443|0|NoPrepend
38547|0|NoPrepend
45561|0|NoPrepend
24557|0|NoPrepend
132052|0|NoPrepend
24334|0;1|Mixed
132084|2;0|Mixed
19993|0;2|Mixed
58453|2;0|Mixed
132059|0|NoPrepend
38477|0;1|Mixed
58391|0|NoPrepend
58392|0|NoPrepend
58445|0|NoPrepend
9234|0|NoPrepend
58446|0|NoPrepend
9290|0|NoPrepend
132160|0;1|Mixed
131348|0|NoPrepend
132066|2|Binary
58394|0;2|Mixed
38505|0;2|Mixed
134442|0;2|Mixed
132080|0;2|Mixed
45910|2|Binary
132870|0|NoPrepend
58395|0|NoPrepend
132272|0|NoPrepend
132277|0|NoPrepend
132391|0|NoPrepend
58613|0|NoPrepend
18121|3;2|Mixed
131716|0|NoPrepend
135611|0|NoPrepend
24471|1;2;3;0|Mixed
58623|0|NoPrepend
58629|0|NoPrepend
45732|0;2|Mixed
131722|1|Uniform
56178|1;2|Mixed
58630|0|NoPrepend
131364|0|NoPrepend
131728|0;2|Mixed
132326|2;0|Mixed
24574|0|NoPrepend
55909|0|NoPrepend
134791|0;1|Mixed
131726|0|NoPrepend
132330|0|NoPrepend
132329|2;0|Mixed
58655|0|NoPrepend
58656|0|NoPrepend
58667|0|NoPrepend
23750|0|NoPrepend
38611|2;0|Mixed
132334|0|NoPrepend
394381|0|NoPrepend
58665|0|NoPrepend
56002|0|NoPrepend
7718|0|NoPrepend
132338|1|Uniform
134941|0|NoPrepend
132339|0|NoPrepend
10181|0|NoPrepend
134799|0|NoPrepend
58609|0|NoPrepend
132278|0|NoPrepend
38057|2;0|Mixed
29834|0;2|Mixed
132344|0|NoPrepend
131721|0|NoPrepend
58624|0|NoPrepend
131224|0|NoPrepend
131284|0;2|Mixed
132111|0|NoPrepend
131373|0|NoPrepend
133295|0|NoPrepend
55405|0|NoPrepend
134804|0|NoPrepend
55437|0|NoPrepend
51830|0;2|Mixed
132340|1|Uniform
58670|1|Uniform
58645|0|NoPrepend
7479|0|NoPrepend
56197|2|Binary
132342|0|NoPrepend
132343|0|NoPrepend
131741|0|NoPrepend
18811|0|NoPrepend
132346|0|NoPrepend
134802|2;0|Mixed
132127|0|NoPrepend
132349|0|NoPrepend
58672|0;1|Mixed
58685|0|NoPrepend
24279|0|NoPrepend
58612|0|NoPrepend
132282|0|NoPrepend
132284|0|NoPrepend
55481|0|NoPrepend
58622|0|NoPrepend
58625|0|NoPrepend
132303|0|NoPrepend
56072|2|Binary
24130|0|NoPrepend
132341|0;2;1|Mixed
134632|0|NoPrepend
133219|0|NoPrepend
131907|0|NoPrepend
58460|0|NoPrepend
58637|0|NoPrepend
132397|0|NoPrepend
58641|0|NoPrepend
58642|0|NoPrepend
132322|0|NoPrepend
23818|0|NoPrepend
132351|2|Binary
132382|0|NoPrepend
132354|0|NoPrepend
132356|0|NoPrepend
132355|0|NoPrepend
38874|0|NoPrepend
46039|0|NoPrepend
58677|2|Binary
131732|0;1|Mixed
134289|0|NoPrepend
58684|0;1|Mixed
132161|0|NoPrepend
132360|0|NoPrepend
7468|0;1|Mixed
58680|0|NoPrepend
132361|0|NoPrepend
4859|0|NoPrepend
132364|0|NoPrepend
55639|0|NoPrepend
58499|0|NoPrepend
55912|0|NoPrepend
58742|0|NoPrepend
38009|0|NoPrepend
38573|0;1|Mixed
132375|0|NoPrepend
58687|0|NoPrepend
132376|0|NoPrepend
58690|0|NoPrepend
17551|0|NoPrepend
56304|0;1|Mixed
54312|0|NoPrepend
132378|0|NoPrepend
58892|0|NoPrepend
132379|0|NoPrepend
201755|2|Binary
136469|0|NoPrepend
58700|0|NoPrepend
17939|0;2|Mixed
132385|0|NoPrepend
132484|0|NoPrepend
58695|0|NoPrepend
136052|0|NoPrepend
131735|2;0|Mixed
132387|0|NoPrepend
132388|2|Binary
131737|0|NoPrepend
131375|0|NoPrepend
58761|2|Binary
9249|0|NoPrepend
134812|0|NoPrepend
132597|0|NoPrepend
132441|0|NoPrepend
132594|2|Binary
135794|0|NoPrepend
132599|0|NoPrepend
38809|0|NoPrepend
131772|1|Uniform
131785|2|Binary
45437|0|NoPrepend
132562|1|Uniform
131769|0|NoPrepend
132564|0;2|Mixed
132602|0|NoPrepend
133311|0|NoPrepend
58812|0|NoPrepend
132603|0|NoPrepend
131775|0|NoPrepend
132611|0|NoPrepend
132610|0|NoPrepend
131779|0;2|Mixed
132613|1|Uniform
131776|0;2|Mixed
6421|0|NoPrepend
134785|0|NoPrepend
206819|1;2;0|Mixed
55779|0|NoPrepend
56169|0|NoPrepend
58813|0|NoPrepend
56282|0;1|Mixed
56055|0|NoPrepend
131783|0|NoPrepend
132620|1|Uniform
55424|1;0|Mixed
58814|0|NoPrepend
131781|1;0|Mixed
24514|0|NoPrepend
131782|0|NoPrepend
56301|0|NoPrepend
135357|0|NoPrepend
132616|0|NoPrepend
131784|0|NoPrepend
58826|1|Uniform
58654|2;0|Mixed
131786|0|NoPrepend
38172|0|NoPrepend
58875|2|Binary
132791|0|NoPrepend
135895|0|NoPrepend
131421|0|NoPrepend
17433|0|NoPrepend
45581|2|Binary
132688|0|NoPrepend
131392|0|NoPrepend
23778|2|Binary
132733|0|NoPrepend
132693|0|NoPrepend
132798|2|Binary
24289|2|Binary
132768|0|NoPrepend
132694|0|NoPrepend
58764|0|NoPrepend
38790|0|NoPrepend
55693|0|NoPrepend
58817|0|NoPrepend
58915|0|NoPrepend
132518|0|NoPrepend
132713|0|NoPrepend
132217|0|NoPrepend
133076|0|NoPrepend
131377|0|NoPrepend
135055|0;2|Mixed
133953|0|NoPrepend
63850|2;0;1|Mixed
132703|0|NoPrepend
45711|0|NoPrepend
132706|0|NoPrepend
58882|0|NoPrepend
136439|0|NoPrepend
56028|0|NoPrepend
132824|0|NoPrepend
132826|1;0|Mixed
133020|0|NoPrepend
64065|0|NoPrepend
132638|0|NoPrepend
132702|0|NoPrepend
134801|0|NoPrepend
18351|0;2|Mixed
63691|0|NoPrepend
132639|0|NoPrepend
136271|0|NoPrepend
132718|0|NoPrepend
132722|1;0|Mixed
38129|0|NoPrepend
132566|0|NoPrepend
132711|0|NoPrepend
131214|1|Uniform
132642|0|NoPrepend
132567|0|NoPrepend
133306|0|NoPrepend
135304|0|NoPrepend
132571|0|NoPrepend
131378|0|NoPrepend
132668|2|Binary
132726|0|NoPrepend
132393|0|NoPrepend
132394|0;2|Mixed
24510|0;1|Mixed
132395|0|NoPrepend
38843|0|NoPrepend
58557|0|NoPrepend
56107|0|NoPrepend
132402|0|NoPrepend
132403|0|NoPrepend
58701|1|Uniform
58702|2;0|Mixed
136566|0|NoPrepend
132412|0|NoPrepend
136565|0|NoPrepend
132417|0|NoPrepend
132415|0|NoPrepend
10022|0|NoPrepend
58704|0|NoPrepend
45552|2|Binary
58726|0|NoPrepend
55986|0|NoPrepend
132419|0|NoPrepend
58553|1|Uniform
55685|2;0|Mixed
58556|2|Binary
134240|0|NoPrepend
58718|0|NoPrepend
131218|0|NoPrepend
132426|0|NoPrepend
58708|0|NoPrepend
58980|0|NoPrepend
58712|0|NoPrepend
55994|0|NoPrepend
58710|0|NoPrepend
132448|0|NoPrepend
58714|0|NoPrepend
54187|0;2|Mixed
132434|0|NoPrepend
132435|0|NoPrepend
58750|2|Binary
18063|2|Binary
131148|0|NoPrepend
132437|0|NoPrepend
132440|0|NoPrepend
132439|0|NoPrepend
55677|0|NoPrepend
131738|0|NoPrepend
45295|0|NoPrepend
9412|0|NoPrepend
131368|0;2|Mixed
132423|2|Binary
38732|0|NoPrepend
132447|0;2|Mixed
132454|0;2|Mixed
132453|0|NoPrepend
132450|1|Uniform
131746|1;0;2|Mixed
9905|1;0|Mixed
132643|0|NoPrepend
131743|3|Diverse
134312|0|NoPrepend
132892|2;0|Mixed
132462|0|NoPrepend
131310|0;2|Mixed
58486|0|NoPrepend
45447|0|NoPrepend
45504|0|NoPrepend
56079|0|NoPrepend
45472|0|NoPrepend
58576|1;0|Mixed
56298|0|NoPrepend
38900|0|NoPrepend
58428|0|NoPrepend
58429|0|NoPrepend
134967|0|NoPrepend
55966|0|NoPrepend
132040|0|NoPrepend
132075|0;2|Mixed
58457|0|NoPrepend
58399|0|NoPrepend
63914|0|NoPrepend
132173|0|NoPrepend
58923|0|NoPrepend
10219|0|NoPrepend
38216|0|NoPrepend
134818|1|Uniform
58400|0|NoPrepend
27435|0;1;2|Mixed
58385|0;1|Mixed
45796|0;2;3|Mixed
18166|0|NoPrepend
134555|3;1|Mixed
58403|0|NoPrepend
58463|0|NoPrepend
132094|0|NoPrepend
58464|0|NoPrepend
45287|3;2;0|Mixed
134968|2;0|Mixed
58465|0|NoPrepend
58462|2|Binary
55684|0|NoPrepend
58475|0|NoPrepend
18394|0|NoPrepend
58545|0|NoPrepend
9952|0|NoPrepend
58891|0|NoPrepend
132712|0|NoPrepend
132730|0;2|Mixed
132697|0|NoPrepend
132645|1|Uniform
46052|1;2;0|Mixed
58914|0|NoPrepend
46061|0|NoPrepend
55919|0|NoPrepend
56089|0|NoPrepend
55651|2;0|Mixed
38220|3;0;2|Mixed
133680|0|NoPrepend
133756|0|NoPrepend
132745|0|NoPrepend
23949|0|NoPrepend
132739|0|NoPrepend
137253|0|NoPrepend
23791|0|NoPrepend
58909|0|NoPrepend
132649|0|NoPrepend
132304|0|NoPrepend
132747|0|NoPrepend
58922|0|NoPrepend
55695|0|NoPrepend
9297|2;0|Mixed
58913|1|Uniform
58933|0|NoPrepend
38146|0;2|Mixed
58916|0;1|Mixed
136614|0|NoPrepend
132810|0|NoPrepend
58986|0|NoPrepend
59216|0|NoPrepend
38713|2;0|Mixed
134783|0|NoPrepend
135604|0|NoPrepend
63690|0|NoPrepend
59067|0|NoPrepend
55359|0|NoPrepend
134109|0|NoPrepend
132760|0|NoPrepend
45641|0|NoPrepend
132652|2;1|Mixed
59143|0|NoPrepend
132819|0;1;2|Mixed
132816|0|NoPrepend
132753|1;0|Mixed
132653|2;0|Mixed
45844|0|NoPrepend
58920|0|NoPrepend
132797|0|NoPrepend
132818|0|NoPrepend
132672|0|NoPrepend
58954|0|NoPrepend
132660|0|NoPrepend
58948|0|NoPrepend
9255|0|NoPrepend
133064|0|NoPrepend
132862|0|NoPrepend
132246|2|Binary
133611|1|Uniform
59019|0|NoPrepend
132867|0|NoPrepend
132662|0|NoPrepend
132664|1|Uniform
132667|0|NoPrepend
132861|0|NoPrepend
132774|0|NoPrepend
58945|0|NoPrepend
132663|0|NoPrepend
58946|0|NoPrepend
58947|1|Uniform
132865|0|NoPrepend
132871|0|NoPrepend
132872|0|NoPrepend
132891|0|NoPrepend
132874|0|NoPrepend
132878|0|NoPrepend
132677|0|NoPrepend
132877|0|NoPrepend
132884|0|NoPrepend
131383|0;2|Mixed
58958|0|NoPrepend
59383|0;1|Mixed
132516|0|NoPrepend
58854|0|NoPrepend
132780|0|NoPrepend
132983|0|NoPrepend
24435|0;2|Mixed
133333|0|NoPrepend
132670|0|NoPrepend
132887|0|NoPrepend
58989|0|NoPrepend
132881|0;2;1|Mixed
131385|0|NoPrepend
58951|0|NoPrepend
132890|0|NoPrepend
132885|0|NoPrepend
132911|0|NoPrepend
132843|0|NoPrepend
131454|0|NoPrepend
7690|0|NoPrepend
9764|0|NoPrepend
132895|0|NoPrepend
132916|0|NoPrepend
133030|0|NoPrepend
134684|2;0;3|Mixed
132902|0|NoPrepend
132898|0|NoPrepend
58961|0|NoPrepend
45733|1;2;0|Mixed
134827|0|NoPrepend
132098|0|NoPrepend
132102|0|NoPrepend
56256|0|NoPrepend
58473|0|NoPrepend
45723|0|NoPrepend
58504|2;1;0|Mixed
132104|0|NoPrepend
56258|0;2|Mixed
132117|0|NoPrepend
45357|0|NoPrepend
63961|0|NoPrepend
132107|0|NoPrepend
131351|0|NoPrepend
45587|2;0|Mixed
58506|0;2|Mixed
4661|0|NoPrepend
58479|0|NoPrepend
131352|0|NoPrepend
58480|0|NoPrepend
58484|0|NoPrepend
58492|0;1|Mixed
134178|2|Binary
56281|1|Uniform
56284|2|Binary
56286|2;0|Mixed
133525|0|NoPrepend
45931|0|NoPrepend
9651|0;2|Mixed
131442|0|NoPrepend
9811|0;1|Mixed
131998|2;0|Mixed
131999|0|NoPrepend
56261|0|NoPrepend
132858|0|NoPrepend
56260|0|NoPrepend
58379|0|NoPrepend
45286|2|Binary
58375|0|NoPrepend
58371|2|Binary
58406|0|NoPrepend
38883|2;1;0|Mixed
137414|0|NoPrepend
58372|1|Uniform
58377|0;2|Mixed
38155|0;2|Mixed
132005|0|NoPrepend
24347|0|NoPrepend
58442|0|NoPrepend
58437|3;2|Mixed
56212|0|NoPrepend
131778|0|NoPrepend
45326|0|NoPrepend
131371|0|NoPrepend
24168|0|NoPrepend
132472|1|Uniform
63498|0|NoPrepend
56067|1|Uniform
46050|2|Binary
45324|0|NoPrepend
9688|0|NoPrepend
58648|0;1|Mixed
58739|0|NoPrepend
58737|0|NoPrepend
131760|0|NoPrepend
131744|0|NoPrepend
45302|2;0|Mixed
58736|2|Binary
10034|0;2|Mixed
132473|0|NoPrepend
38148|2;1;0|Mixed
131745|0|NoPrepend
58932|0|NoPrepend
131475|0|NoPrepend
131748|0|NoPrepend
132494|0|NoPrepend
133407|0|NoPrepend
58744|0;2|Mixed
131757|0|NoPrepend
131379|0|NoPrepend
131372|0|NoPrepend
135286|0|NoPrepend
131749|0|NoPrepend
132499|0|NoPrepend
23749|0;2|Mixed
132497|2|Binary
132698|0|NoPrepend
133109|0|NoPrepend
58749|0|NoPrepend
58953|0|NoPrepend
45718|0|NoPrepend
131754|0|NoPrepend
132502|0|NoPrepend
132507|0|NoPrepend
132506|0|NoPrepend
63554|0|NoPrepend
131911|0|NoPrepend
131753|2|Binary
134252|0|NoPrepend
134503|0|NoPrepend
134513|0|NoPrepend
131268|2;0|Mixed
134509|0|NoPrepend
23991|2;0;1|Mixed
58696|0|NoPrepend
9430|2;0|Mixed
134286|0|NoPrepend
134521|0;2|Mixed
63399|0;2|Mixed
134735|0|NoPrepend
63884|0|NoPrepend
134877|0|NoPrepend
134524|0|NoPrepend
134529|0|NoPrepend
125|0|NoPrepend
64020|0|NoPrepend
62597|0;2;1|Mixed
136468|0|NoPrepend
133624|0;1|Mixed
133930|0;2|Mixed
133360|1|Uniform
133364|0|NoPrepend
133623|2;3|Mixed
133361|0;2|Mixed
133627|0|NoPrepend
133274|0|NoPrepend
133273|0|NoPrepend
133617|0|NoPrepend
131091|0|NoPrepend
133366|0;2|Mixed
132581|2;0|Mixed
131170|2|Binary
131171|0|NoPrepend
131182|0|NoPrepend
132968|1;2|Mixed
132905|0|NoPrepend
133389|0|NoPrepend
133276|0|NoPrepend
131204|2|Binary
59094|0|NoPrepend
133626|0|NoPrepend
63494|1|Uniform
4642|0;2|Mixed
23767|2;0;1;3|Mixed
131226|0|NoPrepend
56068|2|Binary
63495|0|NoPrepend
133597|1;0|Mixed
134217|0;2|Mixed
133633|0|NoPrepend
131458|0;2|Mixed
133006|0|NoPrepend
133716|0|NoPrepend
9468|2;0|Mixed
38524|2;3;1;0|Mixed
133326|0|NoPrepend
131189|0|NoPrepend
133158|0;2|Mixed
38609|0;2|Mixed
133198|0|NoPrepend
24312|0|NoPrepend
63846|0|NoPrepend
133591|0;2|Mixed
133698|0|NoPrepend
133636|0|NoPrepend
63501|2|Binary
63503|0|NoPrepend
133864|0|NoPrepend
133773|1|Uniform
133729|0|NoPrepend
134858|1;0|Mixed
198723|0|NoPrepend
133737|0;2|Mixed
59267|2;0|Mixed
133755|0|NoPrepend
135792|0|NoPrepend
59256|0|NoPrepend
45193|0|NoPrepend
133700|0|NoPrepend
133638|0|NoPrepend
132840|1|Uniform
63826|0|NoPrepend
132057|0;2|Mixed
63504|0|NoPrepend
63883|0|NoPrepend
63506|0|NoPrepend
63517|0|NoPrepend
133120|0|NoPrepend
134706|0|NoPrepend
133751|0|NoPrepend
63508|0;2;3|Mixed
23808|0|NoPrepend
135617|2|Binary
133858|0|NoPrepend
136780|0|NoPrepend
133699|0|NoPrepend
63834|0|NoPrepend
133586|0|NoPrepend
133703|0|NoPrepend
133657|0|NoPrepend
59103|2|Binary
45335|1;0;2|Mixed
63511|2|Binary
63509|0|NoPrepend
63510|1|Uniform
133644|0|NoPrepend
63512|0|NoPrepend
63513|0|NoPrepend
133768|0|NoPrepend
63844|0|NoPrepend
63941|2|Binary
133802|0|NoPrepend
59102|0|NoPrepend
134104|0|NoPrepend
24093|0|NoPrepend
63514|1|Uniform
134229|0|NoPrepend
133238|0|NoPrepend
133664|2;1;0|Mixed
133778|0|NoPrepend
134416|2|Binary
63848|2|Binary
134414|2|Binary
133856|0|NoPrepend
24519|0|NoPrepend
63851|1|Uniform
133659|2|Binary
133785|0|NoPrepend
133789|0|NoPrepend
133790|0|NoPrepend
133796|0|NoPrepend
133788|0;1|Mixed
63852|0|NoPrepend
133799|0|NoPrepend
59133|0|NoPrepend
133793|0|NoPrepend
133309|0|NoPrepend
133651|0;1|Mixed
63890|1;2|Mixed
136209|0|NoPrepend
133610|0;1|Mixed
58664|2;0|Mixed
56038|0;2|Mixed
63945|0|NoPrepend
38546|0|NoPrepend
134504|0|NoPrepend
133859|0|NoPrepend
133863|2|Binary
133548|0|NoPrepend
133851|0|NoPrepend
133686|0|NoPrepend
133581|0|NoPrepend
63915|0|NoPrepend
133669|0|NoPrepend
63917|0|NoPrepend
63919|0|NoPrepend
133800|0;2|Mixed
133798|1|Uniform
63922|0|NoPrepend
133870|0|NoPrepend
40627|0|NoPrepend
63923|0|NoPrepend
135148|2|Binary
133900|0|NoPrepend
133649|0|NoPrepend
133874|0|NoPrepend
133650|2|Binary
133876|0|NoPrepend
133803|0|NoPrepend
133882|2|Binary
133884|0|NoPrepend
133932|0|NoPrepend
63612|0;1|Mixed
24085|0;2|Mixed
133886|2;0|Mixed
18055|0|NoPrepend
133890|0|NoPrepend
133670|1|Uniform
133671|0|NoPrepend
134122|2|Binary
133895|0|NoPrepend
9471|0|NoPrepend
45838|0|NoPrepend
133684|2|Binary
133736|2;0|Mixed
133901|0|NoPrepend
18149|0|NoPrepend
133035|0|NoPrepend
133711|1|Uniform
133653|0|NoPrepend
134015|0|NoPrepend
133710|0|NoPrepend
396388|1;0|Mixed
133240|2;0|Mixed
133904|0;2|Mixed
133663|0;1|Mixed
59195|0|NoPrepend
133707|0|NoPrepend
133712|0|NoPrepend
133709|0|NoPrepend
9311|0|NoPrepend
133692|0|NoPrepend
133804|0|NoPrepend
133912|0|NoPrepend
133914|0|NoPrepend
63931|2|Binary
133918|0|NoPrepend
133920|0|NoPrepend
17454|0;1|Mixed
133925|2|Binary
133933|0|NoPrepend
133805|0|NoPrepend
59105|0|NoPrepend
132783|0|NoPrepend
17754|0|NoPrepend
133999|0|NoPrepend
131425|0|NoPrepend
133923|0|NoPrepend
63935|2|Binary
135239|0|NoPrepend
136696|0|NoPrepend
63937|0|NoPrepend
133927|0|NoPrepend
133938|0|NoPrepend
63861|0|NoPrepend
133689|0|NoPrepend
133935|0|NoPrepend
134100|0|NoPrepend
133934|3|Diverse
134060|1;0|Mixed
59049|0|NoPrepend
63950|0|NoPrepend
38858|2;0|Mixed
133940|0|NoPrepend
133936|0|NoPrepend
63862|0|NoPrepend
133942|0|NoPrepend
63938|3|Diverse
133807|0|NoPrepend
133943|0;2|Mixed
133941|0|NoPrepend
133718|0|NoPrepend
131899|0|NoPrepend
136610|0|NoPrepend
59107|0|NoPrepend
134341|0|NoPrepend
133305|0|NoPrepend
59110|0|NoPrepend
133723|2|Binary
133947|0|NoPrepend
134091|0|NoPrepend
3661|0|NoPrepend
9303|2;0;1|Mixed
63867|2|Binary
133951|0;2|Mixed
133950|0;2|Mixed
24211|2;0|Mixed
63868|2|Binary
135181|0|NoPrepend
133722|0|NoPrepend
133959|0|NoPrepend
63882|0;2|Mixed
134061|0|NoPrepend
134063|0|NoPrepend
133809|0|NoPrepend
134001|0|NoPrepend
134066|0|NoPrepend
133810|0|NoPrepend
133971|0|NoPrepend
45649|0|NoPrepend
133992|0|NoPrepend
132135|0;1|Mixed
133964|0|NoPrepend
133972|0|NoPrepend
134070|0|NoPrepend
134075|1|Uniform
133819|2|Binary
134074|1|Uniform
134073|0|NoPrepend
134076|0|NoPrepend
133607|0|NoPrepend
15084|0|NoPrepend
134090|2;0|Mixed
134094|0|NoPrepend
134080|0|NoPrepend
9607|3;2|Mixed
134059|0|NoPrepend
63954|0;2|Mixed
134081|2|Binary
135852|1|Uniform
134084|0|NoPrepend
133812|0|NoPrepend
45726|0|NoPrepend
133811|0|NoPrepend
134087|2|Binary
133815|2|Binary
135132|0|NoPrepend
133814|0|NoPrepend
131433|0|NoPrepend
131901|0|NoPrepend
59111|0|NoPrepend
59183|0|NoPrepend
63957|0;1|Mixed
59147|0|NoPrepend
63872|0|NoPrepend
134101|0|NoPrepend
134102|0|NoPrepend
133816|0|NoPrepend
133961|0|NoPrepend
134105|1|Uniform
133996|0|NoPrepend
134112|0|NoPrepend
46034|0;1|Mixed
133995|2;0|Mixed
134224|0|NoPrepend
135376|0|NoPrepend
134107|0|NoPrepend
134108|0|NoPrepend
134054|1|Uniform
23862|1;0|Mixed
133817|2|Binary
133994|0|NoPrepend
63964|0|NoPrepend
133969|2;0|Mixed
131426|0|NoPrepend
133970|0|NoPrepend
133986|0|NoPrepend
9633|0|NoPrepend
7511|2;0|Mixed
134110|0|NoPrepend
63966|1;2|Mixed
134151|0|NoPrepend
63874|0|NoPrepend
134082|0|NoPrepend
134115|0|NoPrepend
55669|0;2|Mixed
131427|0|NoPrepend
133963|0|NoPrepend
55697|0|NoPrepend
133975|0|NoPrepend
134119|0|NoPrepend
38516|0|NoPrepend
133967|0|NoPrepend
134126|0|NoPrepend
45656|0|NoPrepend
63876|0|NoPrepend
17786|0|NoPrepend
133983|0|NoPrepend
134129|0|NoPrepend
133978|0|NoPrepend
133965|0|NoPrepend
58824|0|NoPrepend
133990|0|NoPrepend
133303|2;1|Mixed
133966|0;1|Mixed
134127|0|NoPrepend
59112|0|NoPrepend
134021|1|Uniform
134131|0|NoPrepend
133822|0|NoPrepend
63877|0|NoPrepend
134332|0|NoPrepend
63879|0|NoPrepend
133828|0|NoPrepend
134165|0|NoPrepend
134167|0|NoPrepend
63972|0|NoPrepend
134020|0|NoPrepend
134143|0|NoPrepend
133989|1|Uniform
134023|0;2|Mixed
63971|0|NoPrepend
136606|0|NoPrepend
133827|0|NoPrepend
134086|0|NoPrepend
134146|0|NoPrepend
136073|0|NoPrepend
134154|0|NoPrepend
134147|0|NoPrepend
133976|0|NoPrepend
63974|0|NoPrepend
134024|0|NoPrepend
18134|0|NoPrepend
133981|0|NoPrepend
133824|0|NoPrepend
134155|0|NoPrepend
134163|0|NoPrepend
63976|0|NoPrepend
134161|0|NoPrepend
134164|0|NoPrepend
133279|0|NoPrepend
134133|0|NoPrepend
134030|0|NoPrepend
24069|0|NoPrepend
132896|0|NoPrepend
131431|0|NoPrepend
135915|0|NoPrepend
131430|2|Binary
134173|0|NoPrepend
132962|0|NoPrepend
133826|0|NoPrepend
134057|0|NoPrepend
134052|1|Uniform
134179|0|NoPrepend
46028|0;1|Mixed
134183|0|NoPrepend
133985|0|NoPrepend
59171|0|NoPrepend
134188|0|NoPrepend
134185|0|NoPrepend
134050|0|NoPrepend
131909|0|NoPrepend
63984|0|NoPrepend
134264|1;0|Mixed
133984|0;2|Mixed
134029|2;0|Mixed
58809|2;1;0|Mixed
134203|0|NoPrepend
134028|0|NoPrepend
134041|0|NoPrepend
134204|0|NoPrepend
134012|0;1|Mixed
133834|2;0|Mixed
63987|0|NoPrepend
133832|0|NoPrepend
134214|2|Binary
134036|2;0|Mixed
63991|0|NoPrepend
133835|0|NoPrepend
59278|0|NoPrepend
134013|0|NoPrepend
11031|0;1;3;2|Mixed
134218|0|NoPrepend
134027|2|Binary
134225|2|Binary
23900|1;2;0|Mixed
131903|0|NoPrepend
38574|1;0|Mixed
59065|2;0|Mixed
132924|0|NoPrepend
45971|0|NoPrepend
38687|0|NoPrepend
63995|0|NoPrepend
134226|0|NoPrepend
55302|0|NoPrepend
134049|0|NoPrepend
58398|0|NoPrepend
136900|0|NoPrepend
134235|2|Binary
133493|0|NoPrepend
134232|0|NoPrepend
134241|0|NoPrepend
134306|0|NoPrepend
132852|0|NoPrepend
134016|0|NoPrepend
134239|0|NoPrepend
18356|0|NoPrepend
135729|0|NoPrepend
134043|1|Uniform
7546|0|NoPrepend
134305|0|NoPrepend
134245|0|NoPrepend
134407|0|NoPrepend
135644|0|NoPrepend
134346|0|NoPrepend
63998|0|NoPrepend
134366|0|NoPrepend
133845|0|NoPrepend
131434|0|NoPrepend
56159|0|NoPrepend
63583|0|NoPrepend
135740|0|NoPrepend
134691|0|NoPrepend
134357|0|NoPrepend
45734|0;2|Mixed
136637|0|NoPrepend
63580|1;0|Mixed
135229|0|NoPrepend
134358|1|Uniform
59115|0|NoPrepend
63534|0|NoPrepend
134363|2;0|Mixed
134042|1;0|Mixed
133256|2|Binary
